movieId,title,genres,streaming
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,None
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,None
368,Maverick (1994),Adventure|Comedy|Western,None
369,Mrs. Parker and the Vicious Circle (1994),Drama,None
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,None
371,"Paper, The (1994)",Comedy|Drama,None
372,Reality Bites (1994),Comedy|Drama|Romance,None
373,Red Rock West (1992),Thriller,None
374,Richie Rich (1994),Children|Comedy,None
376,"River Wild, The (1994)",Action|Thriller,None
377,Speed (1994),Action|Romance|Thriller,None
378,Speechless (1994),Comedy|Romance,None
379,Timecop (1994),Action|Sci-Fi|Thriller,None
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,None
381,When a Man Loves a Woman (1994),Drama|Romance,None
382,Wolf (1994),Drama|Horror|Romance|Thriller,None
383,Wyatt Earp (1994),Western,None
384,Bad Company (1995),Action|Crime|Drama,None
385,"Man of No Importance, A (1994)",Drama,None
386,S.F.W. (1994),Drama,None
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,None
388,Boys Life (1995),Drama,None
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,None
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,None
391,Jason's Lyric (1994),Crime|Drama,None
393,Street Fighter (1994),Action|Adventure|Fantasy,None
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,None
406,Federal Hill (1994),Drama,None
407,In the Mouth of Madness (1995),Horror|Thriller,None
408,8 Seconds (1994),Drama,None
409,Above the Rim (1994),Crime|Drama,None
410,Addams Family Values (1993),Children|Comedy|Fantasy,None
412,"Age of Innocence, The (1993)",Drama,None
413,Airheads (1994),Comedy,None
414,"Air Up There, The (1994)",Comedy,None
415,Another Stakeout (1993),Comedy|Thriller,None
416,Bad Girls (1994),Western,None
417,Barcelona (1994),Comedy|Romance,None
418,Being Human (1993),Drama,None
419,"Beverly Hillbillies, The (1993)",Comedy,None
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,None
421,Black Beauty (1994),Adventure|Children|Drama,None
422,Blink (1994),Thriller,None
423,Blown Away (1994),Action|Thriller,None
424,Blue Chips (1994),Drama,None
425,Blue Sky (1994),Drama|Romance,None
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,None
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,None
428,"Bronx Tale, A (1993)",Drama,None
429,Cabin Boy (1994),Comedy,None
430,Calendar Girl (1993),Comedy|Drama,None
431,Carlito's Way (1993),Crime|Drama,None
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,None
433,Clean Slate (1994),Comedy,None
434,Cliffhanger (1993),Action|Adventure|Thriller,None
435,Coneheads (1993),Comedy|Sci-Fi,None
436,Color of Night (1994),Drama|Thriller,None
437,Cops and Robbersons (1994),Comedy,None
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,None
440,Dave (1993),Comedy|Romance,None
441,Dazed and Confused (1993),Comedy,None
442,Demolition Man (1993),Action|Adventure|Sci-Fi,None
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,None
445,Fatal Instinct (1993),Comedy,None
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,None
448,Fearless (1993),Drama,None
449,Fear of a Black Hat (1994),Comedy,None
450,With Honors (1994),Comedy|Drama,None
451,Flesh and Bone (1993),Drama|Mystery|Romance,None
452,Widows' Peak (1994),Drama,None
453,For Love or Money (1993),Comedy|Romance,None
454,"Firm, The (1993)",Drama|Thriller,None
455,Free Willy (1993),Adventure|Children|Drama,None
456,Fresh (1994),Crime|Drama|Thriller,None
457,"Fugitive, The (1993)",Thriller,None
458,Geronimo: An American Legend (1993),Drama|Western,None
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,None
460,Getting Even with Dad (1994),Comedy,None
461,Go Fish (1994),Drama|Romance,None
464,Hard Target (1993),Action|Adventure|Crime|Thriller,None
466,Hot Shots! Part Deux (1993),Action|Comedy|War,None
467,Live Nude Girls (1995),Comedy,None
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,None
469,"House of the Spirits, The (1993)",Drama|Romance,None
470,House Party 3 (1994),Comedy,None
471,"Hudsucker Proxy, The (1994)",Comedy,None
472,I'll Do Anything (1994),Comedy|Drama,None
473,In the Army Now (1994),Comedy|War,None
474,In the Line of Fire (1993),Action|Thriller,None
475,In the Name of the Father (1993),Drama,None
476,"Inkwell, The (1994)",Comedy|Drama,None
477,What's Love Got to Do with It? (1993),Drama|Musical,None
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,None
479,Judgment Night (1993),Action|Crime|Thriller,None
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,None
481,Kalifornia (1993),Drama|Thriller,None
482,Killing Zoe (1994),Crime|Drama|Thriller,None
484,Lassie (1994),Adventure|Children,None
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,None
486,Life with Mikey (1993),Comedy,None
487,Lightning Jack (1994),Comedy|Western,None
488,M. Butterfly (1993),Drama|Romance,None
489,Made in America (1993),Comedy,None
490,Malice (1993),Thriller,None
491,"Man Without a Face, The (1993)",Drama,None
492,Manhattan Murder Mystery (1993),Comedy|Mystery,None
493,Menace II Society (1993),Action|Crime|Drama,None
494,Executive Decision (1996),Action|Adventure|Thriller,None
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,None
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,None
497,Much Ado About Nothing (1993),Comedy|Romance,None
499,Mr. Wonderful (1993),Comedy|Romance,None
500,Mrs. Doubtfire (1993),Comedy|Drama,None
501,Naked (1993),Drama,None
502,"Next Karate Kid, The (1994)",Action|Children|Romance,None
504,No Escape (1994),Action|Drama|Sci-Fi,None
505,North (1994),Comedy,None
506,Orlando (1992),Drama|Fantasy|Romance,None
507,"Perfect World, A (1993)",Crime|Drama|Thriller,None
508,Philadelphia (1993),Drama,None
509,"Piano, The (1993)",Drama|Romance,None
510,Poetic Justice (1993),Drama,None
511,"Program, The (1993)",Action|Drama,None
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,None
513,Radioland Murders (1994),Comedy|Mystery|Romance,None
514,"Ref, The (1994)",Comedy,None
515,"Remains of the Day, The (1993)",Drama|Romance,None
516,Renaissance Man (1994),Comedy|Drama,None
517,Rising Sun (1993),Action|Drama|Mystery,None
518,"Road to Wellville, The (1994)",Comedy,None
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,None
520,Robin Hood: Men in Tights (1993),Comedy,None
521,Romeo Is Bleeding (1993),Crime|Thriller,None
522,Romper Stomper (1992),Action|Drama,None
523,Ruby in Paradise (1993),Drama,None
524,Rudy (1993),Drama,None
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,None
527,Schindler's List (1993),Drama|War,None
528,"Scout, The (1994)",Comedy|Drama,None
529,Searching for Bobby Fischer (1993),Drama,None
531,"Secret Garden, The (1993)",Children|Drama,None
532,Serial Mom (1994),Comedy|Crime|Horror,None
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,None
534,Shadowlands (1993),Drama|Romance,None
535,Short Cuts (1993),Drama,None
536,"Simple Twist of Fate, A (1994)",Drama,None
537,Sirens (1994),Drama,None
538,Six Degrees of Separation (1993),Drama,None
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,None
540,Sliver (1993),Thriller,None
541,Blade Runner (1982),Action|Sci-Fi|Thriller,None
542,Son in Law (1993),Comedy|Drama|Romance,None
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,None
544,Striking Distance (1993),Action|Crime,None
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,None
547,Surviving the Game (1994),Action|Adventure|Thriller,None
548,Terminal Velocity (1994),Action|Mystery|Thriller,None
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,None
550,Threesome (1994),Comedy|Romance,None
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,None
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,None
553,Tombstone (1993),Action|Drama|Western,None
555,True Romance (1993),Crime|Thriller,None
556,"War Room, The (1993)",Documentary,None
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,None
562,Welcome to the Dollhouse (1995),Comedy|Drama,None
563,Germinal (1993),Drama|Romance,None
564,Chasers (1994),Comedy,None
567,Kika (1993),Comedy|Drama,None
568,Bhaji on the Beach (1993),Comedy|Drama,None
569,Little Big League (1994),Comedy|Drama,None
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,None
574,Spanking the Monkey (1994),Comedy|Drama,None
575,"Little Rascals, The (1994)",Children|Comedy,None
577,Andre (1994),Adventure|Children|Drama,None
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,None
580,Princess Caraboo (1994),Drama,None
581,"Celluloid Closet, The (1995)",Documentary,None
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,None
585,"Brady Bunch Movie, The (1995)",Comedy,None
586,Home Alone (1990),Children|Comedy,None
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,None
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,None
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,None
590,Dances with Wolves (1990),Adventure|Drama|Western,None
592,Batman (1989),Action|Crime|Thriller,None
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,None
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,None
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,None
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,None
597,Pretty Woman (1990),Comedy|Romance,None
599,"Wild Bunch, The (1969)",Adventure|Western,None
600,Love and a .45 (1994),Action|Comedy|Crime,None
602,"Great Day in Harlem, A (1994)",Documentary,None
605,One Fine Day (1996),Drama|Romance,None
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,None
608,Fargo (1996),Comedy|Crime|Drama|Thriller,None
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,None
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,None
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,None
612,"Pallbearer, The (1996)",Comedy,None
613,Jane Eyre (1996),Drama|Romance,None
